0,BrCl_mp-1008492,0,6.823478999999998,1.9162099999999997,2.47171,0.0,5.789281798538667e-17,0.0,49.52579199999998,0.001379000000000019,0.28913100000000025,0.0,5.3330026185988465e-18,0.0
1,BP_mp-1008559,0,9.000691859902599,9.000687140097327,9.465183999999999,-1.1653727587608192e-16,0.0,0.0,0.10499502752957035,0.10499497247201717,0.1071439999999999,-1.9455650461330264e-18,0.0,-5.646886315028669e-22
2,NaGaTe2_mp-10164,0,12.132291219126815,8.67326982258832,8.673269958284875,-8.975023475521482e-07,-2.976624990935761e-07,-9.422525644176005e-07,15.574929486503512,9.615933181573457,9.615933332018331,-9.950483241816244e-07,-3.3001425769896287e-07,-1.0446622646931303e-06
3,Hf2SN2_mp-1017567,0,8.594067014461428,8.594058988810048,8.762783999476147,2.7174478221472043e-05,-5.438719506627183e-06,-1.7944787144190035e-05,14.517059277304627,14.51704572039587,18.28509899919893,4.590300616780223e-05,-9.18706048456477e-06,-3.74449660714972e-05
4,Ba2BrN_mp-1018098,0,5.658427698205106,5.658429301794975,5.008321000000072,5.534165237747199e-17,-4.723648935271714e-07,5.739735663598188e-17,40.857455710529194,40.85746728947047,6.5087900000003325,-6.692671687084002e-16,-3.4107757054141003e-06,7.459340356534984e-17
5,Li2PNO2_mp-1020019,0,2.9288420000000004,2.774295,3.225725,-5.295042998676184e-17,0.0,0.0,3.1369880000000014,3.17001,5.010719999999999,-5.306618528288296e-17,0.0,0.0
6,Na2Al2Si3O10_mp-1020141,0,2.4389751857094875,2.4682169999999997,2.4264788142905136,1.4572363894894392e-17,4.04832624215418e-17,0.0028587422653614247,19.28196344481353,6.798976999999999,62.50270755518648,-3.631339272977311e-16,8.716758203965243e-16,-28.658886985298892
7,Cd(AgI2)2_mp-1025377,0,4.465395999999999,4.465395999999999,4.547199999999999,-1.6136055681994007e-33,-4.9599366419821795e-17,4.768939944568977e-17,2.1894979999999995,2.1894979999999995,2.67434,-9.490081622225514e-34,-3.936765041011895e-17,2.8047516826527534e-17
8,LiNbSe2_mp-1025496,0,15.921732104830724,15.921731895169273,8.144358000000002,7.745753584032454e-17,0.0,0.0,2.1902870144211306,2.1902869855788687,5.954314999999999,1.0655513683672012e-17,0.0,0.0
9,NbCl2O_mp-1025567,0,3.037179330429761,4.75013200000013,5.950537669570238,4.4453040163860757e-07,-3.550425893067542e-10,-0.002425768875682178,0.4300672858427892,7.7700700000173555,5.69436471415721,6.294589897668808e-08,1.1385080021392247e-09,0.00777866476607765
10,Te2Mo3W(SeS2)2_mp-1027443,0,1.000092155288982,0.9999078616933261,1.0000000103212534,-3.487798430064193e-07,-7.183253709946718e-05,2.5056049637276247e-11,13.145429194829262,13.143006799653035,5.858651289263268,-4.584438250078895e-06,-0.0009441825189131047,3.2934217790855133e-10
11,VZn2N3_mp-1029262,0,8.568112,9.545733,8.923889,0.0,0.0,0.0,9.151632,10.277727999999998,12.755206,0.0,0.0,0.0
12,CsVN2_mp-1029293,0,19.67242699999999,19.67242699999999,17.574153000000017,0.0,0.0,0.0,56.743629999999996,56.743629999999996,52.591161999999976,0.0,0.0,0.0
13,LiHf2N3_mp-1029331,0,9.144125,6.732124,9.107211000000003,0.0,0.0,0.0,14.546286000000004,5.939682,24.584184999999994,0.0,0.0,0.0
14,Mg2VN3_mp-1029368,0,5.986904999999999,6.154083999999999,6.590944999999999,0.0,0.0,0.0,5.204659,5.456467,8.461950000000002,0.0,0.0,0.0
15,Sr3B3N5_mp-1029490,0,4.521958048520093,4.149659540370415,4.620397411109494,0.18002155900878689,0.08926797524547458,0.21082404179159486,7.179854951365116,9.124406151820782,7.711288896814104,1.4929893751522436,0.24958293589020686,1.3849281270117104
16,Sr3(BN2)2_mp-1029510,0,5.091596046023493,4.545579,5.513575953976506,0.0,0.0,0.0319198954900549,7.981783862906647,8.478374,10.719140137093355,0.0,0.0,0.2705112950186557
17,Mg2ReN3_mp-1029627,0,9.168468264881245,8.832067,13.65739173511875,0.0,0.0,0.568804724730681,8.759751595572016,8.289843,8.99254040442798,0.0,0.0,-0.8605638036065973
18,Ca4HfN4_mp-1029730,0,5.829144410770063,5.979994992126357,5.965385597103582,-0.07868571775310007,0.045040555180504455,-0.006720491157813369,9.167954911676512,10.183101664399,7.67286542392449,-1.1220551203999904,0.2606197476383121,0.31945521144374744
19,BaGeN2_mp-1029743,0,6.550458,6.534914,6.468885,0.0,0.0,0.0,15.331684,11.922246999999999,18.393491,0.0,0.0,0.0
20,HfMgN2_mp-1029834,0,5.935585,5.803565,7.158735,0.0,0.0,0.0,5.145468000000001,5.6893769999999995,31.37574,0.0,0.0,0.0
21,Y2(CN2)3_mp-1029920,0,2.9578975738356617,2.9578974261643056,5.296377000000004,-1.2788713310563082e-07,-1.8064376384399665e-16,-9.879074141857626e-24,3.5010765873933165,3.501076412604056,9.185500999999995,-1.5137192432845836e-07,-4.3911260301079136e-16,-1.1693236264063031e-23
22,Cs3Sb_mp-10378,0,7.842718181131173,7.842718909434222,7.842718909434366,1.1018665367443145e-06,2.1943360550835678e-07,8.41265272254329e-08,18.50304152116024,18.5030432394193,18.50304323941964,2.5995938985592757e-06,5.17701769453538e-07,1.984766666161893e-07
23,Na4ReN3_mp-10419,0,4.046588152692725,3.9648587508202393,3.7355700964870024,-2.989368729222619e-07,1.1608592087597458e-08,0.005810676980594787,8.109002952864383,12.050307069515585,5.223179977839951,-6.050662915146887e-07,1.5406211639756862e-07,-1.857516585315647
